User review,Review date,Star review,Text length,Has media,Has answer,Written by bot
Достоинства: Внук доволен!!! Фоткает все вокруг!!!,2025-01-31,5,49,0,1,0
Достоинства: Для ребёнка отличная вещь! Берём уже второй в подарок.,2025-01-31,5,66,0,1,0
Достоинства: Брали дочке в подарок очень давольна),2025-01-29,5,49,0,1,0
"Достоинства: Хорошо упакован. Все детали на месте. Цвет, качество, все соответствует. Работает отлично! Рекомендую)",2025-01-28,5,114,1,1,0
"Достоинства: Так фотоаппарат неплохой, минус одна звезда из-за того что недокомплект. В комплектации должны быть sd карта и картидер, но их не оказалась. Прошу принять мою претензию и рассмотреть ее по существу!\nНедостатки: Недокомплект",2025-01-27,4,234,1,1,0
"Достоинства: Приехала все целое\nНедостатки: За такую сумму можно было и получше купить, совсем не стоит своих денег. За 1000р. то же самое. Купите лучше с играми с музыкой ребёнок будет больше рад. Печатает паршиво. Жалею, что взяла.",2025-01-27,1,231,1,1,0
"Достоинства: Дизайн, оттенки, качество, чёрные листки блокнота, удобное пользование даже без инструкции понятно. Пришло на следующий день после оформления. Запас бумаги. Подарки в наборе. Подходит для взрослых тоже. Отличная нужная для меня штука.\nНедостатки: Не увидела минусов",2025-01-25,5,276,1,1,0
Достоинства: Фото.\nНедостатки: Ничего.\nКомментарий: Очень понравился!,2025-01-24,5,66,1,1,0
"Достоинства: Все супер, все работает! Спасибо продавцу за качественный товар. Радости нет предела : )",2025-01-23,5,99,1,1,0
"Достоинства: Отличная штука, брали на подарок, но наигрались всей семьёй, захотели себе тоже.",2025-01-23,5,92,0,1,0
"Достоинства: Очень довольна покупкой хороший фотоопарат, мини альбом красивый",2025-01-22,5,76,1,1,0
"Достоинства: Классный фотоаппарат! Брали ребëнку 9 лет, захотели сами!",2025-01-20,5,69,0,1,0
"Достоинства: Цена, сам фотоаппарат\nНедостатки: Альбом не очень который идёт, лучше купить отдельно\nКомментарий: Хороший фотоаппарат. Можно настроить контрасность фото. Сделан хорошо. Ребёнок счастлив и родители тоже",2025-01-18,5,212,0,1,0
Достоинства: Фотоаппарат просто огонь…заказывали внучке на день рождения…ребенок просто счастлив…даже самим интересно не только ребенку…,2025-01-18,5,135,0,1,0
"Достоинства: Чудесный фотоаппарат. Невероятно интересная игрушка за свою стоимость. И фото, и видео, и печать. Понятно, что суперкачества ждать не приходится, поскольку это игрушка. Но ребёнка увлекло очень сильно 👍",2025-01-18,5,214,0,1,0
"Достоинства: Понравился\nНедостатки: Карта памяти. При покупке проверили,все работало. На нг подарили сыну, а он карты не видит. Вставили свою-нормально. Муж более менее понимает в этом, пытался отформатировать, но чтетно. Мелочь, а не приятно",2025-01-16,4,240,0,1,0
"Достоинства: Все отлично работает , выглядит очень классно",2025-01-16,5,57,1,1,0
"Аппарат хороший брала 1,5 месяца назад к новому году. Пришёл заряженный, батарею держит долго, до сих пор не заряжали. Всё работает, всем довольны. Спасибо",2025-01-15,5,155,0,1,0
"Классный фотик, все работает.",2025-01-14,5,29,0,1,0
"Достоинства: Все работает, ребёнок доволен\nКомментарий: Надеюсь прослужит долго",2025-01-12,5,77,1,1,0
"Достоинства: Тактильный, стильный, прост в использовании, хорошая комплектация с картой памяти и даже альбомчиком\nКомментарий: Подарили дочке на день рождения 6 лет. Очень понравился! И нам тоже)) за пару дней заполнили альбомчик, который шел в комплекте, дочка сама вклеивала фото и была такая довольная! Зарядки хватает надолго",2025-01-12,5,327,1,1,0
"Достоинства: Нет\nНедостатки: Купили дочке в подарок на новый год. Дочка открыла , сделала 2 фото и все!!!!!! Больше фотоаппарат не заработал, не фотограяирует и не заряжается. Очень обидно . Выбросили деньги",2025-01-12,1,205,0,1,0
"Достоинства: Фотоаппарат классный, но печатать перестал через месяц. Звук идет, но бумага не выходит, все перепробовали - безуспешно",2025-01-12,3,131,0,1,0
Достоинства: Всё работает. Все довольны. Цена-качество.,2025-01-11,5,54,0,1,0
Достоинства: Интересная игрушка,2025-01-10,5,30,0,1,0
"Достоинства: Отличный, все работает, полный комплект, выглядит менее детским, чем другие подобные фотоаппараты с котиками и тд\nНедостатки: Жаль, что нельзя выбрать цвет альбома, заказывали брату в подарок, а альбом пришел розовый 😬 Будем чем-то заклеивать)\nКомментарий: Я проф фотограф, но была в восторге от этого фотоаппарата, очень прикольный",2025-01-08,5,342,1,1,0
1 день поработал сел и больше не включается,2025-01-08,3,43,0,1,0
Достоинства: Класс! Дети от мало до велико занялись на долго)) Отдельное спасибо за альбомчик !!,2025-01-07,5,95,0,1,0
Достоинства: Ребёнку 4 года - понравился,2025-01-05,5,39,0,1,0
"Достоинства: Купила дочери на новый год! Отличная идея для подарка,моей девочке очень понравился)и дизайн и особенно печать фото🥰✌️",2025-01-05,5,130,1,1,0
"Достоинства: Работает,ребенку нравится\nНедостатки: Нет\nКомментарий: Фото четкие,есть в видио",2025-01-05,5,89,0,1,0
"Недостатки: Пришел фотоопарат с розовым блокнотом, заказывада для мальчика на подарок. Смерилась. Ремешка в комплетке нет.\nКомментарий: Сфоткали 4 раза, на экране пошла рябь и больше он не включился. На зарядку ставили, без изменений. Очень огорченна.",2025-01-03,1,249,0,1,0
"Отличный фотоаппарат.Пришло хорошо упаковано,все работает.Спасибо",2025-01-02,5,65,0,1,0
"Достоинства: Совершенно потрясающий подарок для ребенка! Первые шаги осознанной фотографии и первые «уроки» создания своей , пока еще, маленькой истории! Оформление фотоальбома( приятное приложение вместе с наклеечками) делает процесс более увлекательным! Получаются фотографии черно-белыми, но это добавляет определенную возможность раскрасить самостоятельно или оставить в первоначальном виде! Еще одна приятность, что принцип термопечати( очень актуально), отсутствует необходимость заправки !!!",2025-01-02,5,497,0,1,0
Достоинства: Фотоаппарат работает ! Брали как подарок на новый год! Ребенок очень доволен . В комплекте еще фотоальбом - приятность . Спаибо продавцу,2025-01-01,5,148,1,1,0
"Достоинства: Хороший фотоаппарат, качество тоже хорошее ,все довольны . 👍🏻",2025-01-01,5,73,0,1,0
"Недостатки: Вся бумага в комплекте не печатает снимки, ни одна!! Испорченное настроение в праздник. Не рекомендую",2025-01-01,1,112,0,1,0
Достоинства: Классный! Очень понравился.,2025-01-01,5,39,0,1,0
"Фотоаппарат сам по себе не плохой, но есть одно большое НО. Купила дочери в подарок на Новый год, успели сделать только 2 фотографии, после чего фотоаппарат выключился и больше мы его включить не смогли. Заряд батареи был полный, на всякий случай поставили еще на зарядку, мало ли. Но фотоаппарат больше не реагирует на включение. Дочь очень расстроена, я тоже",2025-01-01,1,360,0,1,0
"Достоинства: Ребёнок в восторге. Комплект полнейший, качество печати порадовало. Думал, будет ""пецалка"", а штука оказалась добротная",2025-01-01,5,131,0,1,0
"Достоинства: Классно фоткает, фото черно-белые, в комплекте 6 рулонов бумаги +1 внутри.",2025-01-01,5,86,1,1,0
"Достоинства: Офигенный фотик доя рнбенка. Дочке понравилось! Фоткает все подряд. Радости полно! От себя добавлю, настройте аппарат, если хотите более сглаженные фотки, то в настройках выберете «режим печати» и выбрать «степень серего». И тогда фотки будут не такие пиксельные.\nНедостатки: Нету",2025-01-01,5,291,1,1,0
Достоинства: Хороший фотоаппарат.,2025-01-01,5,32,0,1,0
Достоинства: Ребенок доволен,2024-12-31,5,27,0,1,0
"Достоинства: Все пришло в срок, комплектация соответствует описанию, все работает. Упакован очень хорошо:  в пупырчатую пленку- поэтому товар приходит не повреждённый",2024-12-31,5,164,0,1,0
"Достоинства: Супер, ребёнок доволен 👍Даже мы, взрослые в полном восторге.\nНедостатки: Нет, но долго не могла разобраться, как печатать 🤭Но это не минус, просто нужно понять🤭👋👍\nКомментарий: Отличный фотоаппарат, я прям рекомендую, ребенок 9 лет, в восторге, думала не зайдет, но нет, угодили, хотя ей угодить сложно, взяли просто чтоб на фоне подарка старшему ребенку(Instax mini 12), было не обидно, но окозалось🧐 Супер, Новый год 🎄 удался, спасибо большое 💕💕💕🥳🎉💖Ребята, берите, очень увлекательный девайс. 🥰",2024-12-30,5,505,1,1,0
"Достоинства: Ребенку очень понравился, ни каких приложений качать к нему не надо. все работает когда включаешь",2024-12-30,5,109,0,1,0
Достоинства: Подарили ребёнку на день рождения. Очень понравился и ребёнку и взрослым\nНедостатки: Нет\nКомментарий: Рекомендую к покупке,2024-12-29,5,132,0,1,0
Достоинства: 🔥🔥🔥,2024-12-29,5,15,0,1,0
Достоинства: Дети в восторге.Отличный подарок.Спасибо.,2024-12-29,5,53,0,1,0
"Честно говоря так сеье фотоаппарат. Расстроились что взяли его. Есть с чем сравнивать- до этого был другой, но потеряли в лесу еще осенью. Пообещали ребёнку на нг новый купить. Качество печати заметно хуже, игр и плеера нет. Комплектация полная, все работает, но именно модель к сожалению не понравилась",2024-12-28,3,303,0,1,0
Достоинства: Классный фотик,2024-12-27,5,26,0,1,0
Достоинства: К сожалению пришел товар с отметкой брак.,2024-12-27,3,53,0,1,0
Достоинства: Всё работает. Хороший подарок на НГ ребёнку 👍,2024-12-27,5,57,0,1,0
"Достоинства: Очень качественные фото получаются, если сравнивать с другим фотоаппаратом другой фирмы.\nНедостатки: Слишком долго думает прежде чем распечатает фото\nКомментарий: В целом буду заказывать ещё один такой младшему ребенку",2024-12-26,5,228,0,1,0
Достоинства: Все пришло как заявлено в описании. Фотоаппарат заряжен. Карта памяти и бумажная лента вставлена. Фото получаются четкими. Подарим ребёнку 8 лет на новый год.,2024-12-26,5,170,1,1,0
"Достоинства: Все работает,идеальный подарок на нг",2024-12-26,5,48,0,1,0
"Достоинства: Отличный фотоаппарат в этой катеории\nНедостатки: Нет\nКомментарий: Взял ребенку в подарок. Сначала не разобрался что к чему, расстроился, думал придётся делать возврат, но сначала написал продавцу. Он отреагировал мгновенно (а время было рано утром), подсказал что к чему и всё у меня заработало. Продавцу огромное спасибо!!!! РЕКОМЕНДУЮ!!!",2024-12-26,5,349,1,1,0
"Достоинства: Как игрушка, хороший аппарат, считаю. Ребенок заинтересован, увлечен, доволен. Это самое главное!",2024-12-26,5,109,0,1,0
"Достоинства: Товар пришёл быстро.Отлично упакован.Проверила на пунке выдачи.Все работает,комплект в коробочке.Спасибо продавцу",2024-12-24,5,125,0,1,0
Достоинства: До чего дошёл прогресс\nНедостатки: Их нет\nКомментарий: Фотоаппарат бомбический. Не ожидала что за такие деньги придёт супер качественная вещь,2024-12-23,5,151,0,1,0
"Достоинства: Всё работает, дети в восторге, весь вечер фотографировали.",2024-12-22,5,70,0,1,0
"Достоинства: Все работает, достойная печать! В комплекте блокнот для хранения снимков- это очень удобно!\nКомментарий: Благодарю продавца, что одобрил возврат по браку. Заказала другой, у этого же продавца!",2024-12-21,5,203,0,1,0
"Достоинства: Все в норме, качество самого фото плохое)))\nНедостатки: Вскрыли пленки , прставили в фотик флешку , саму пленку тоже зарядили))) из чего делаю вывод им пользовались\nКомментарий: Если бы не ребенку на др не азяла))) очень разочарована ВБ))) давно касячат и не стесняются)))",2024-12-20,3,282,0,1,0
"Достоинства: Три тыщщи - ок\nНедостатки: И камера и процессор-оброботчик так себе. Мог бы как-то подкручивать яркость и контраст, чтобы лучше печатать\nКомментарий: В режиме печати выбирайте ""оттенки серого"", а не матричный и будет поконтрастнее",2024-12-20,5,240,0,1,0
Достоинства: Классный! Думаю сын оценит))\nКомментарий: Интересная игрушка!,2024-12-18,5,72,0,1,0
"Хороший аппарат, все в комплекте",2024-12-16,5,32,0,1,0
"Мне не повезло с коробкой, пришла мятая, но т.к. комплектация полная и рабочий, то решила оставить. Качество печати как по мне не очень, не знаю можно ли найти лучше в таком формате ч/б, рисунок получается за счёт отдельных мелких квадратиков, хотелось бы более чёткой картинки. Но ребёнок выбрал на др такой, а себе бы не взяла!",2024-12-15,4,329,1,1,0
"Достоинства: Брали в подарок, все отлично, работает!",2024-12-15,5,51,0,1,0
Достоинства: Очень понравился фотоаппарат качество отличное рекомендую,2024-12-14,5,69,1,1,0
Достоинства: Вау какая вещица!,2024-12-13,5,29,0,1,0
Всё устроило.не проверяла.подарю сыну на нг.надеюсь всё будет хорошо!,2024-12-13,5,69,0,1,0
"Достоинства: Супер фотик, дочка довольна",2024-12-13,5,39,0,1,0
Достоинства: Качество отличное. Упаковка сохранена (а это важно .т.к брала в подарок)\nНедостатки: все так\nКомментарий: рекомендую,2024-12-11,5,126,0,1,0
"Достоинства: Классный фотоаппарат,все работает. Ребенок в восторге,спасибо продавцу 🤗\nНедостатки: Нет",2024-12-10,5,99,1,1,0
"Достоинства: Хороший фотоаппарат. Для ребёнка самое оно. Прост в обращении. Покупали ребёнку в подарок. Комплектация отличная. Сами с мужем фотографировались, нам понравился.",2024-12-10,5,173,0,1,0
"Достоинства: Офигенная вещь, все восторге, подскажите можно ли фотки с флешки перекинуть на фотоаппарат и распечатать на нём?",2024-12-09,5,124,0,1,0
Работает 👍 отлично.,2024-12-08,5,19,0,1,0
"Достоинства: Покупали на подарок, ребенок максимально остался доволен. Закажем еще один такой фотик.",2024-12-07,5,99,1,1,0
Достоинства: Фотоаппарат очень понравился. Сегодня подарили внуку на ДР. Восторг и радость . Прост в использовании. Зарядки хватает надолго..Спасибо за положительные эмоции.!!!\nКомментарий: Однозначно рекомендую.,2024-12-07,5,210,1,1,0
"Достоинства: Коробка целая. Классная игрушка, купили ребёнку в подарок.",2024-12-06,5,70,0,1,0
,2024-12-06,5,0,1,1,0
"Достоинства: Придется перезаказывать ,пришел в мятой упаковке,вскрытые рулоны,отсутствует альбом.и все уже было выставлено в фотоаппарат...наводит на мысли что им уже пользовались и вернули.",2024-12-05,4,189,0,1,0
"Достоинства: Качество фотографий на высоте, классный фотик.Спасибо продавцу\nНедостатки: Нет\nКомментарий: Брала на подарок, получила раз 5 благодарные сообщения) Я давольна",2024-12-05,5,168,0,1,0
Достоинства: Всё хорошо. Только не положили шнурок(,2024-12-05,5,50,0,1,0
"Достоинства: Модно, стильно, молодежно)) не профессиональная камера, но очень качественная игрушка",2024-12-04,5,97,1,1,0
"Достоинства: Выглядит прикольно, фоткает, муж закричал, что ему тоже нужен такой",2024-12-04,5,79,0,1,0
"Достоинства: Классный фотоаппарат! Но нам попался с браком. Но продавец очень быстро отреагировал, дал свой прямой номер, попросил на видео снять проблему (фотоаппарат перестал включаться) и сразу одобрил заявку на возврат. Поэтому ставлю 5 звезд! Только что отнесла в ПВЗ и сразу пришел возврат👌 Перезаказала такой же, сыну очень понравился и он ждёт! Очень мало таких отзывчивых и ответственных продавцов!! Это очень приятно! Спасибо огромное!!👏\nНедостатки: Попался с браком",2024-12-04,5,474,1,1,0
"Достоинства: Все работает, спасибо. Упаковано отлично. Коробка не поменялась. Вся комплектация в наличии. Уверена, что сын будет доволен такому подарку на Новый год!\nКомментарий: Рекомендую товар и продавца.",2024-12-04,5,205,0,1,0
"Достоинства: Отличный!\nНедостатки: -\nКомментарий: Взяли в подарок детям, но при этом взрослых не оттащить от фотоаппарата. Красивый дизайн и качественные фото. Рекомендую",2024-12-03,5,167,0,1,0
"Не открывала подарю на новый год , будет видно",2024-12-03,5,46,0,1,0
"Достоинства: Выглядит прям мимимишно, понятный интерфейс) думаю ребёнку понравится",2024-12-03,5,81,1,1,0
"Достоинства: Пришел хорошо упакован. Корпус целый. Все в комплекте Фотографирует, но на печать не выводит. Инструкция не на русском\nНедостатки: Возможно будет возврат",2024-12-02,2,164,0,1,0
"Шикарный фотик! Каяество фото на высоте! Дети в восторге. Корпус как будто немного прорезинен, в руке лежит очень комфортно. Качество на высоте!",2024-12-02,5,144,0,1,0
"Достоинства: Классный аппарат, дочка довольна)",2024-12-02,5,45,0,1,0
Достоинства: Классный фотоаппарат. Со своими функциями справляется,2024-12-01,5,65,0,1,0
Не доставили в срок,2024-12-01,4,19,0,1,0
"Достоинства: Ребенку на день рождения, подарок очень хороший.\nНедостатки: Их нет",2024-12-01,5,78,0,1,0
"Достоинства: Достоинство как выглядит\nНедостатки: Фотоаппарата хватило на 5-8 фотографий, завис, выключился и больше не включался. Сразу написала продавцу о возврате по браку, продавец отклонил, якобы брака не увидел, как его можно увидить , если аппарат не работает. Сумма не велика, но подобное отношение не приемлемо. Был приобретен на подарок, у ребенка впечатление испортилось. Будем писать предсудебную претензию.",2024-11-30,1,417,1,1,0
Достоинства: Очень классный фотоаппартат! Комплект пришел полный. Отдельное спасибо за фотоальбом,2024-11-29,5,96,0,1,0
От фотика мы в восторге. Брала дочери на др. Заказала ещё один такой для сына. Спасибо,2024-11-27,5,86,0,1,0
Достоинства: Ребенок доволен. Развлекается,2024-11-27,5,41,0,1,0
🔥🔥🔥,2024-11-27,5,3,0,1,0
"Достоинства: Какая классная штука! Качество печати-👌🏻👍 интуитивно понятный интерфейс. Единственное, имейте ввиду, так как это термопринтер, то фотографии со временем исчезнут как на чеках буквы. Все равно это весело! Всем офисом равзвлекаемся! Спасибо большое продавцу!😻🫶\nНедостатки: Не нашла",2024-11-26,5,290,1,1,0
Достоинства: Супер,2024-11-26,5,17,0,1,0
"Достоинства: Трехлетке понравился. И всем взрослым тоже. Здорово, что нет игр. Но лучше бы и маски убрали. Ребенок листает их, залипает тоже. Батарея держится хорошо. Иногда четкие фото, иногда нет. Но в целом довольны.",2024-11-26,5,218,1,1,0
"Достоинства: Супер фотик\nКомментарий: Все отлично, все как в описании",2024-11-25,5,67,0,1,0
"Достоинства: Все работает, в комлекте все что должно быть\nНедостатки: Упаковка испорченная",2024-11-25,4,88,1,1,0
"Очень крутой, пришел заряженый фотик, прям на пункте ВБ, проверила , сам дизайн крутой, и камера норм, я бы была довольно таким подарарком ))) брала на подарок.",2024-11-25,5,160,0,1,0
Купили в подарок дочке. Надеюсь ей понравится. А так классный фотоаппарат.,2024-11-24,5,74,0,1,0
"Фотоаппарат понравился, пользоваться не сложно. Как подарок отличный вариант. Упакован хорошо. Рекомендую.",2024-11-23,5,106,0,1,0
Достоинства: Отличный аппарат для детей\nКомментарий: Ребенок в восторге,2024-11-23,5,69,0,1,0
Достоинства: В качестве подарка 👍,2024-11-21,5,32,0,1,0
"Достоинства: Пришел в полном комплекте. Упаковка хорошая. Доставка аккуратная.все работает, как надо!",2024-11-21,5,100,0,1,0
"Достоинства: Потрясающий фотик, качество печати классное, очень нравится наличие карты памяти и возможности печатать кадр несколько раз, эмоций куча, особенно от встроенных фильтров, это очень весело, спасибо)\nНедостатки: Их нет\nКомментарий: Ни одна встреча семьи и друзейбольше не обходится без фото",2024-11-21,5,297,0,1,0
Очень понравился. Отличный фотоаппарат!Все работает. Надеемся прослужит долго.,2024-11-18,5,78,0,1,0
"Заказала второй фотоаппарат, снова альбом розовый в комплекте. Лучше нейтральные цвета",2024-11-18,4,86,0,1,0
Достоинства: Отличная штучка\nНедостатки: Нет,2024-11-18,5,42,0,1,0
"Достоинства: Фотоаппарат действительно хороший. Всë пришло красиво и аккуратно, фоткам можно менять оттенки и подберите милые обои. Сам товар лëгкий и удобный в использовании\nНедостатки: Нет\nКомментарий: К сожалению, вернула, так как брала не себе, а человек котрому брала он больше не был нужен. Повезло, что продавец оказался понимающим и согласился оформить возврат. Спасибо ему)",2024-11-17,5,379,1,1,0
Недостатки: Без какой-либо отметки на карточке товара фотоаппарат оказался невозвратный. Большой минус продавцу.,2024-11-17,1,111,0,1,0
"Подарили ребёнку на др, остался очень доволен, и спустя несколько месяцев подарок все ещё актуален",2024-11-16,5,98,0,1,0
"Достоинства: Цена, функционал\nНедостатки: Нет\nКомментарий: Брали на подарок ребенку, пришел с небольшой царапиной на корпусе (для меня не критично Снимает хорошо",2024-11-15,5,158,0,1,0
Достоинства: Приехал заряженным. Работает хорошо. ! Надеюсь прослужит долго.\nНедостатки: Пока не выявлено\nКомментарий: Ребенок в восторге,2024-11-14,5,134,0,1,0
Достоинства: В комплекте идут несколько рулонов бумаги и фотоальбом\nНедостатки: Нет\nКомментарий: Нареканий нет. Ребенок счастлив.,2024-11-14,5,126,1,1,0
"Как же мне понравилась камера. Прям то что я хотела. Очень понравилась качеств, довольно хорошее.",2024-11-14,5,97,1,1,0
Прнравился. Хорошо печатает. Ребенок доволен!,2024-11-13,5,45,0,1,0
"Достоинства: Купила на день рождение дочки, всё супер дочке оооочень понравилось! Всем рекомендую.\nНедостатки: Недостатков нет\nКомментарий: Всё супер.",2024-11-13,5,147,0,1,0
"Достоинства: Интересно, хороший аппарат Для развития виденье и понимания света самое то! Для фотографов новичков как тренажер отличная вещь!\nНедостатки: Нет\nКомментарий: Мне 30, фотограф, довольна как кот😌",2024-11-13,5,202,1,1,0
"За товар спасибо. Всё нравится. Уже три рулона использовали. Теперь фотки повсюду валяются. А вот площадке ВБ ""привет"" негативный. Чтобы не платить 200 р. за отзыв, забанили отзыв специально ровно до того дня, до которого его надо было написать. Отличный ход экономии.",2024-11-12,5,268,0,1,0
"Достоинства: Набор пришёл в полном составе. Увы,инструкция на китайском,поэтому методом ""тыка"" соображала как напечатать фото и удалить его с фотоаппарата. Надеюсь дочь будет довольна. Меню в фотоаппарате русское. Я довольна,сама бы таким игралась ))) но это подарок ребёнку на 14 лет.",2024-11-12,5,284,0,1,0
Достоинства: 🔥🔥🔥,2024-11-12,5,15,0,1,0
Достоинства: Красивый и стильный фотоаппарат! Очень понравлся!\nНедостатки: Не распознает карту памяти( очень расстроились… поэтому отказ.,2024-11-11,2,135,0,0,0
"Достоинства: Очень хороший подарок для детей и не только)\nКомментарий: Покупал ребенку, он очень доволен, камера удобная и печатает быстро и достаточно качественно! Один минус что с камерой не пришла карта памяти но фотоаппарат работает и без нее. Продавец предложил карту прислать или компенсировать . Продавьцу спасибо ! Буду советовать!",2024-11-11,5,337,0,1,0
"Достоинства: Это был подарок, вроде все довольны",2024-11-10,5,47,0,1,0
"Достоинства: Очень прикольный, ребенок в восторге",2024-11-10,5,48,0,1,0
"Достоинства: Комплектация полная, как и заявленно. Легкий, матовая поверхность. Видела и другие комплектации, но этот взяла из-за альбома.\nНедостатки: Возможно немного великоват для детской ручки, но легкий!\nКомментарий: Крутой! 👍🏻Купили на подарок племяннику, и сами залипли с мужем с этим фотиком 😅 Думаю ребёнок будет в восторге от такого подарка!)",2024-11-08,5,348,0,1,0
Достоинства: Крутой 😀,2024-11-04,5,20,1,1,0
"Брала на подарок, имениннику очень понравился 👍",2024-11-03,5,47,0,1,0
Достоинства: Отличный фотик\nКомментарий: Нам все понравилось . Ребенок весь вечер играл .. отличный подарок,2024-11-02,5,105,1,1,0
"Мне ооооочень понравился фотоаппарат , видела писали, что лента для печати как массовая, но нет, она значительно плотнее. В общем мне очень понравился, надеюсь дочка тоже оценит.",2024-10-31,5,178,1,1,0
"Достоинства: Класс. Делаю с детьми на работе комиксы.\nНедостатки: Нет\nКомментарий: Нет лишнего, есть видео, можно распечатать фото перенеся из телефона , память 32 гб",2024-10-31,5,163,1,1,0
"покупала на подарок 6-летнему племяннику, покупкой довольны все",2024-10-30,5,63,0,1,0
"Достоинства: Простой в использовании\nКомментарий: Подарили ребенку 6 лет. Он просто в восторге. Обычные игрушки ему быстро надоедают, здесь до интерес был максимально долгое время + сделано много картинок на память. Спасибо продавцу! Порадовал и нас и малыша.",2024-10-27,5,257,0,1,0
"Достоинства: Для ребенка игрушка не плохая, качество конечно фотографии так себе,да и если не хранить фото в альбоме то выцветает,но за свою цену неплохой подарок.",2024-10-26,5,162,0,1,0
